cik,days_to_first_price_update,days_to_final_price_revision,days_from_priced_to_listing,days_from_s1_to_listing,size_of_first_price_update,size_of_final_price_revision,percent_first_price_update,percent_final_price_revision,pct_first_price_change,days_to_first_price_change,prange_change_first_price_update,prange_change_plus,delay_in_price_update,number_of_price_updates,number_of_price_updates_up,number_of_price_updates_down,offer_in_filing_price_range,Coname,Year,date_1st_pricing,date_last_pricing,date_s1_filing,date_424b,date_trading,Date,Offer Price,Open,Close,High,Low,Volume,open_return,close_return,SIC,FF49_industry,BAA_yield_changes,confidential_IPO,foreign,exchange,amends,VC,underwriter_rank_single,underwriter_rank_avg,underwriter_rank_med,underwriter_num_leads,underwriter_collective_rank,underwriter_tier,share_overhang,shares_offered,total_dual_class_shares,proceeds,market_cap,liab_over_assets,price_to_earnings,price_to_sales,EPS,sales,priceupdate_down,priceupdate_up,M3_IPO_volume,M3_indust_rets,M3_initial_returns,M3_pct_above_midpoint,IoT_15day_CASI_all,IoT_15day_CASI_business_industrial,IoT_15day_CASI_finance,IoT_15day_CASI_weighted_finance,IoT_30day_CASI_all,IoT_30day_CASI_business_industrial,IoT_30day_CASI_finance,IoT_30day_CASI_weighted_finance,IoT_60day_CASI_all,IoT_60day_CASI_business_industrial,IoT_60day_CASI_finance,IoT_60day_CASI_weighted_finance,IoT_15day_CASI_news,IoT_30day_CASI_news,IoT_entity_type,amendment,gtrends_name,pct_final_revision_down,pct_final_revision_up,pct_first_price_change_up,pct_first_price_change_down,media_1st_pricing,media_listing,lockup_expiration,lockup_period,underwriter_syndicate_size,num_S1A,original_prange,prange_change_pct,original_price_is_range,original_prange_size,num_priced_S1A,num_SEC_amendments,num_roadshow_S1A,underwriter_first_lead,underwriter_groups,stddev_prices_10day,stddev_prices_5day
1297846,,17.0,17.0,158.0,,1.5,,6.666666666666668,6.666666666666668,17.0,,0.0,100.0,1,1,0,within,"FCSTONE GROUP, INC.",2007,2007-02-27,2007-03-16,2006-10-12,2007-03-19,2007-03-16,2007/03/16,24.0,27.5,31.1299991607666,31.25,27.25,3792555.0,14.583333015441895,29.70833396911621,6200,Fin,0.059999998658895486,0,0,NASDAQ,None,1,8.00100040435791,6.5,6.5,2,13.0,0+,3.4107494354248047,5100000.0,17394822.0,114750000.0,391383495.0,0.952475729122511,61.98661624960405,0.7832745519096375,0.36298158153041177,499676000.0,0.0,0.0,14.333333015441895,0.4600000083446503,16.466667175292972,49.33333206176758,0.06363996260398476,0.0,-0.0813093264744233,-0.0058897879568128465,1.9101577180107776,0.0,0.58005119678572,0.8300696382654992,4.0882884519438685,0.0,4.558470106371116,2.882252852771661,-0.0813093264744233,0.58005119678572,Financial Services company,0.0,INTL FCStone,0.0,6.666666666666668,6.666666666666668,0.0,0,0,2007-09-12,180,5,5,"[21.0, 24.0]",-100.0,True,3.0,3,2,2,Banc of America Securities LLC,Multiple Lead Underwriters,1.9483688049237502,1.2753289771662846
1297989,,16.0,16.0,683.0,,2.5,,22.72727272727273,22.72727272727273,16.0,,0.0,100.0,1,1,0,above,"EXLSERVICE HOLDINGS, INC.",2006,2006-10-04,2006-10-20,2004-12-06,2006-10-20,2006-10-20,2006/10/20,13.5,15.949999809265135,18.84000015258789,18.84000015258789,15.449999809265135,6524108.0,18.14814758300781,39.55555725097656,7374,BusSv,-0.17000000178813934,0,0,NASDAQ Global Market,None,0,9.00100040435791,4.5,4.5,2,9.0,0+,5.467735290527344,5000000.0,27338676.0,55000000.0,300725436.0,0.4005510215386421,81.31138355015436,6.522253501955437,0.13528241089656282,46107597.0,0.0,0.0,10.0,3.2866666316986084,14.06666660308838,50.0,0.5077709797420901,10.975487204612437,0.0,3.827752728118176,-0.9739727579646196,10.975487204612444,0.0,3.333838148882608,-2.531525233563836,10.975487204612401,0.0,2.8146539903495214,10.975487204612437,10.975487204612444,Business process outsourcing company,0.0,EXL inc,0.0,22.72727272727273,22.72727272727273,0.0,0,0,2007-04-18,180,4,9,"[10.0, 12.0]",-100.0,True,2.0,3,6,2,Citigroup Global Markets Inc,Multiple Lead Underwriters,1.0535848328445132,0.8530556839972407
1298521,,16.0,16.0,138.0,,-1.0,,-7.142857142857142,-7.142857142857142,16.0,,0.0,100.0,1,0,1,within,"TRUBION PHARMACEUTICALS, INC",2006,2006-10-02,2006-10-18,2006-06-02,2006-10-18,2006-10-18,2006/10/18,13.0,13.0,13.09000015258789,13.300000190734865,12.699999809265135,1275089.0,0.0,0.692307710647583,2836,Drugs,-0.17000000178813934,0,0,NASDAQ Global Market,None,1,9.00100040435791,9.0,9.0,1,9.0,8.5+,4.2263007164001465,4000000.0,16905204.0,56000000.0,236672856.0,0.8687845303867403,-52.372838238548354,17.356472279260778,-0.2673141359311606,13636000.0,0.0,0.0,10.0,2.0899999141693115,14.06666660308838,50.0,-0.22816395990008456,-0.2662892594546653,0.0,-0.1648177397849166,1.1611026647987293,3.2635809323246714,0.0,1.4748945323744669,3.5492082171354142,47.31184765934854,0.0,16.953685292161314,-0.2662892594546653,3.2635809323246714,Search term,0.0,Trubion,7.142857142857142,0.0,0.0,-7.142857142857142,0,0,2007-04-16,180,5,8,[],,False,0.0,4,4,3,Morgan Stanley and Co. Incorporated,Morgan Stanley and Co. Incorporated,0.2557127294445859,0.2962026333441349
1299130,14.0,22.0,22.0,72.0,1.0,0.0,6.25,0.0,6.25,14.0,-2.0,2.0,63.63636363636363,4,2,2,within,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",2010,2010-10-05,2010-10-27,2010-08-16,2010-10-27,2010-10-27,2010/10/27,16.0,16.5,16.440000534057614,16.879999160766598,16.030000686645508,6091973.0,3.125,2.75,3826,LabEq,0.059999998658895486,0,0,NASDAQ,Up,1,9.00100040435791,9.0,9.0,2,18.0,8.5+,4.009080410003662,12500000.0,50113504.0,200000000.0,801816064.0,0.14068948377011975,-12.719365218356893,682.9779080068142,-1.2579244109531833,1174000.0,0.0,6.25,7.333333492279053,5.3366665840148935,12.399999618530273,7.333333492279053,0.580659964358297,-0.6016696444178052,0.0,-0.007003226686502746,2.7546986120913703,-0.5974087304909467,0.0,0.7190966272001412,4.04174393245854,3.142196879696804,0.0,2.3946469373851142,-0.6016696444178052,-0.5974087304909467,Biotechnology company,1.0,Pacific Biosciences,0.0,0.0,6.25,0.0,0,12,2011-04-25,180,4,8,"[15.0, 17.0]",-100.0,True,2.0,5,3,1,J.P. Morgan Securities LLC,Multiple Lead Underwriters,1.6345458084740236,0.2211424880026448
1299688,,20.0,20.0,93.0,,1.0,,6.451612903225808,6.451612903225808,20.0,,0.0,100.0,1,1,0,within,"OPTIONSXPRESS HOLDINGS, INC.",2005,2005-01-07,2005-01-27,2004-10-26,2005-01-27,2005-01-27,2005/01/27,16.5,23.0,20.299999237060547,23.899999618530273,19.799999237060547,7115864.0,39.39393997192383,23.030303955078125,6211,Fin,-0.18000000715255735,0,0,NASDAQ Global Market,None,1,9.00100040435791,4.5,4.5,2,9.0,0+,5.124525547027588,12000000.0,61494304.0,186000000.0,953161712.0,0.21630782142741856,42.257568363184966,14.119659171036648,0.3667981997161883,67506000.0,0.0,0.0,14.333333015441895,3.640000104904175,15.466666221618652,55.66666793823242,0.21728970181977306,0.0,0.3169237059459109,0.17807113592189466,-0.12229862270413147,0.0,0.4269363891912748,0.10154592216238106,-4.016477909048995,0.0,-1.284056048498418,-1.7668446525158044,0.3169237059459109,0.4269363891912748,Investment service company,0.0,Optionsxpress,0.0,6.451612903225808,6.451612903225808,0.0,0,0,2005-07-26,180,5,6,"[14.5, 16.5]",-100.0,True,2.0,4,2,3,"Goldman, Sachs and Co",Multiple Lead Underwriters,0.14534909700441884,0.12112869189420024
1299966,,162.0,162.0,569.0,,0.0,,0.0,0.0,162.0,,0.0,100.0,0,0,0,within,"BLACK RAVEN ENERGY, INC.",2005,2004-11-01,2005-04-12,2004-11-01,2006-05-24,2005-04-12,2005/04/12,5.5,7.699999809265138,7.6500000953674325,7.949999809265138,7.5,364800.0,40.0,39.09090805053711,1311,Oil,-0.07000000029802322,0,0,American Stock Exchange,None,0,1.0010000467300415,1.0,1.0,1,1.0,0+,3.375,2000000.0,6750000.0,11000000.0,37125000.0,0.18516310540473868,-45.6648806624452,15.669608261903837,-0.12044266666666667,2369236.0,0.0,0.0,14.333333015441895,5.289999961853027,15.43333339691162,46.66666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Black Raven Energy,0.0,0.0,0.0,0.0,0,0,2005-10-10,180,1,8,[],,False,0.0,7,1,7,Gilford Securities Incorporated,Gilford Securities Incorporated,0.27887093789063055,0.23229291853175352
1301031,,14.0,14.0,244.0,,2.5,,18.51851851851852,18.51851851851852,14.0,,0.0,100.0,1,1,0,above,DEMANDWARE INC,2012,2012-03-01,2012-03-15,2011-07-15,2012-03-15,2012-03-15,2012/03/15,16.0,25.25,23.59000015258789,26.0,23.309999465942386,6132911.0,57.8125,47.4375,7372,Softw,0.0,0,0,New York Stock Exchange,None,1,9.00100040435791,8.800000190734863,8.800000190734863,2,17.5,8.5+,5.090539932250977,5500000.0,27997970.0,74250000.0,377972595.0,0.9304435013757404,-267.8756874557052,6.684220117778131,-0.05039651088989666,56547000.0,0.0,0.0,12.333333015441895,5.196666717529297,17.899999618530273,28.0,5.942560415403186,5.439909696946595,0.0,3.7941567041165936,9.802032007706217,8.863646420396227,0.0,6.22189280936748,12.337095009461613,12.531207816781132,0.0,8.289434275414248,5.439909696946595,8.863646420396227,Software company,0.0,Demandware,0.0,18.51851851851852,18.51851851851852,0.0,0,41,2012-09-11,180,6,9,"[12.5, 14.5]",-100.0,True,2.0,3,6,2,Deutsche Bank Securities Inc,Multiple Lead Underwriters,1.9876563183810223,1.140817250921461
1301081,35.0,36.0,36.0,357.0,-3.0,-4.0,-23.07692307692308,-30.76923076923077,-23.07692307692308,35.0,0.0,0.0,97.2222222222222,2,0,2,under,PHARMASSET INC,2007,2007-03-22,2007-04-27,2006-05-08,2007-04-30,2007-04-27,2007/04/27,9.0,9.0,9.06999969482422,9.420000076293944,9.0,1166147.0,0.0,0.7777777910232544,2836,Drugs,-0.07000000029802322,0,0,NASDAQ Global Market,Down,1,8.00100040435791,8.0,8.0,2,16.0,7+,4.103956222534181,5000000.0,20519780.0,65000000.0,266757140.0,0.3213426249207432,68.27311894996066,32.86569078814437,0.19041169057368065,8116584.0,23.07692307692308,0.0,11.333333015441895,-0.15333333611488342,13.033333778381348,57.66666793823242,-0.3391134877050364,-0.07592670608860873,0.0,-0.13834673126454838,-0.2794529039866107,1.1713226691307377,0.0,0.2972899217147089,14.968252341921573,48.12868972169514,0.0,21.032314021205565,-0.07592670608860873,1.1713226691307377,Pharmaceutical company,-1.0,Pharmasset,30.76923076923077,0.0,0.0,-23.07692307692308,0,12,2007-10-24,180,3,8,"[12.0, 14.0]",0.0,True,2.0,5,3,3,Banc of America Securities LLC,Multiple Lead Underwriters,0.043174066289845665,0.04261455150532492
1301106,,17.0,17.0,126.0,,0.0,,0.0,0.0,17.0,,0.0,100.0,0,0,0,within,NATIONAL INTERSTATE CORP,2005,2005-01-11,2005-01-28,2004-09-24,2005-01-28,2005-01-28,2005/01/28,13.5,14.25,15.579999923706055,16.190000534057614,14.25,2435772.0,5.55555534362793,15.407407760620115,6331,Insur,-0.18000000715255735,0,0,NASDAQ Global Market,None,0,0.0,0.0,0.0,1,0.0,0+,4.9298672676086435,3847000.0,18965200.0,51934500.0,256030200.0,0.8357688032604669,15.887694694384114,2.0396424673576203,0.8497142134013878,125527000.0,0.0,0.0,14.333333015441895,4.036666870117188,15.466666221618652,55.66666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bank,0.0,National Interstate,0.0,0.0,0.0,0.0,0,5,2005-07-27,180,3,9,"[12.5, 14.5]",-100.0,True,2.0,3,6,2,"Merrill Lynch, Pierce, Fenner and Smith Incorporated","Merrill Lynch, Pierce, Fenner and Smith Incorporated",0.2975970429960616,0.2758550343930664
1301501,14.0,15.0,15.0,47.0,-1.0,-1.0,-7.6923076923076925,-7.6923076923076925,-7.6923076923076925,14.0,-2.0,2.0,93.33333333333331,1,0,1,within,ACHAOGEN INC,2014,2014-02-25,2014-03-12,2014-01-24,2014-03-12,2014-03-12,2014/03/12,12.0,12.850000381469727,14.300000190734865,14.489999771118164,12.8100004196167,3361357.0,7.083333492279053,19.16666603088379,2836,Drugs,-0.2800000011920929,0,0,NASDAQ,Down,1,8.50100040435791,7.5,7.5,2,15.0,7+,2.796774387359619,6000000.0,16780648.0,78000000.0,218148424.0,0.6289623277772425,-16.637311165344723,11.784162921348312,-0.7813762615126663,18512000.0,7.6923076923076925,0.0,14.666666984558105,3.400000095367432,20.36666679382324,26.66666603088379,-0.009909788769196098,-0.11589022500910999,0.0,-0.041933337926102036,0.8610397245544907,0.33088502440971657,0.0,0.3973082496547357,5.288409420551537,2.8201097048178845,0.0,2.702839708456474,-0.11589022500910999,0.33088502440971657,Search term,-1.0,Achaogen,7.6923076923076925,0.0,0.0,-7.6923076923076925,0,9,2014-09-08,180,4,7,"[12.0, 14.0]",-100.0,True,2.0,4,3,4,"Cowen and Company, LLC",Multiple Lead Underwriters,1.5062391078444353,0.9137308137520588
1302028,,95.0,95.0,165.0,,0.0,,0.0,0.0,95.0,,0.0,100.0,0,0,0,within,"MANITEX INTERNATIONAL, INC.",2005,2004-11-12,2005-02-15,2004-09-03,2005-02-15,2005-02-15,2005/02/15,6.0,6.199999809265138,6.9000000953674325,6.949999809265138,6.199999809265138,43400.0,3.3333332538604736,15.0,3537,Autos,-0.07000000029802322,0,0,American Stock Exchange,None,0,3.000999927520752,3.0,3.0,1,3.0,0+,1.7999999523162842,2500000.0,4500000.0,15000000.0,27000000.0,1.129656538969617,-16.770186335403725,4.143010587693723,-0.3577777777777777,6517000.0,0.0,0.0,14.333333015441895,1.976666688919068,15.43333339691162,46.66666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Manitex,0.0,0.0,0.0,0.0,0,0,2005-08-15,180,1,9,"[5.0, 7.0]",-100.0,True,2.0,7,2,5,"Anderson and Strudwick, Inc","Anderson and Strudwick, Inc",0.23757314663067458,0.29877081517444104
1302177,,71.0,71.0,71.0,,0.0,,0.0,0.0,71.0,,0.0,100.0,0,0,0,within,"POKERTEK, INC.",2005,2005-08-04,2005-10-14,2005-08-04,2005-10-14,2005-10-14,2005/10/14,11.0,11.300000190734865,10.25,12.0,9.510000228881836,464678.0,2.727272748947144,-6.8181819915771475,3990,Other,0.10000000149011612,0,0,NASDAQ,None,1,4.000999927520752,4.0,4.0,1,4.0,0+,4.617135047912598,2000000.0,9234270.0,22000000.0,101576970.0,0.1571631607152798,-64.26729742195542,0.0,-0.17116014584802047,0.0,0.0,0.0,18.66666603088379,-2.0366666316986084,11.199999809265137,45.66666793823242,-3.423910460709223e-16,0.0,0.0,-1.1413034869030742e-16,-0.0005601408161482556,0.0,0.0,-0.0001867136053827519,0.3680745141924868,0.0,0.0,0.12269150473082893,-3.423910460709223e-16,-0.0005601408161482556,All Other Miscellaneous Manufacturing Business,0.0,Pokertek,0.0,0.0,0.0,0.0,0,0,2006-04-12,180,1,5,"[10.0, 12.0]",-100.0,True,2.0,5,0,4,Feltl and Company,Feltl and Company,0.48977647963126986,0.44116210172679143
1302573,,10.0,10.0,433.0,,2.0,,13.333333333333336,13.333333333333336,10.0,,0.0,100.0,1,1,0,above,ONCOMED PHARMACEUTICALS INC,2013,2013-07-08,2013-07-18,2012-05-11,2013-07-18,2013-07-18,2013/07/18,17.0,28.10000038146973,27.18000030517578,31.0,25.04999923706055,4783536.0,65.29412078857422,59.88235473632813,2836,Drugs,0.5899999737739563,0,0,NASDAQ,None,1,8.00100040435791,7.300000190734862,7.300000190734862,3,22.0,7+,5.638473033905027,4800000.0,27064672.0,72000000.0,405970080.0,0.5677417506874427,-47.21680390788556,138.4618281036835,-0.3176835100754223,2932000.0,0.0,0.0,16.66666603088379,2.6533334255218506,18.53333282470703,35.66666793823242,2.6080856333878017,-0.331813310547431,0.0,0.7587574409467905,4.68511832876416,-0.19876239739008275,0.0,1.4954519771246924,2.1425274540875883,1.2251541451506611,0.0,1.1225605330794162,-0.331813310547431,-0.19876239739008275,Search term,0.0,OncoMed,0.0,13.333333333333336,13.333333333333336,0.0,0,0,2014-01-14,180,5,12,"[14.0, 16.0]",-100.0,True,2.0,3,9,2,"Jefferies and Company, Inc",Multiple Lead Underwriters,3.20906855645061,1.3840317915423765
1302707,,20.0,20.0,210.0,,-6.0,,-37.5,-37.5,20.0,,0.0,100.0,1,0,1,under,"HORIZON LINES, INC.",2005,2005-09-07,2005-09-27,2005-03-02,2005-09-28,2005-09-27,2005/09/27,10.0,10.5,10.75,10.880000114440918,10.239999771118164,3329000.0,5.0,7.5,4400,Trans,0.07999999821186066,0,0,New York Stock Exchange,None,1,9.00100040435791,8.5,8.5,2,17.0,7+,2.5335335731506348,12500000.0,31669170.0,200000000.0,506706720.0,0.9184340854633962,-47.50227055404519,0.9594791954645469,-0.33682600459689976,528106000.0,0.0,0.0,17.66666603088379,2.4533333778381348,10.06666660308838,47.33333206176758,-0.24319772811969664,-0.19922434366579828,0.0,-0.1474740239284983,-0.435590616167788,-0.4674571053381533,0.0,-0.3010159071686471,1.002984471311072,-0.3244708885836633,0.0,0.2261711942424696,-0.19922434366579828,-0.4674571053381533,Company,0.0,Horizon Lines,37.5,0.0,0.0,-37.5,0,0,2006-03-27,180,8,9,"[15.0, 17.0]",-100.0,True,2.0,2,7,1,"Goldman, Sachs and Co",Multiple Lead Underwriters,0.23052982453470092,0.15414279094398173
1303313,153.0,154.0,154.0,195.0,1.0,1.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,153.0,-2.0,2.0,99.35064935064936,1,1,0,within,"LHC GROUP, INC",2005,2005-01-06,2005-06-09,2004-11-26,2005-06-09,2005-06-09,2005/06/09,14.0,15.5,17.100000381469727,17.749000549316406,15.5,3594252.0,10.714285850524902,22.14285659790039,8082,Hlth,-0.18000000715255735,0,0,NASDAQ Global Market,Up,0,7.000999927520753,6.0,6.0,2,12.0,0+,3.456639528274536,4800000.0,16591870.0,62400000.0,215694310.0,0.612837430385584,65.62041679342866,5.746331788150044,0.19810907390185675,37536000.0,0.0,7.6923076923076925,14.333333015441895,4.889999866485597,15.466666221618652,55.66666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,1.0,LHC Group,0.0,7.6923076923076925,7.6923076923076925,0.0,0,0,2005-12-06,180,8,9,"[12.0, 14.0]",-100.0,True,2.0,7,2,5,"Jefferies and Company, Inc",Multiple Lead Underwriters,0.22160550534677576,0.07310266752998833
1303652,9.0,11.0,11.0,48.0,4.5,6.5,18.367346938775512,26.530612244897966,18.367346938775512,9.0,-1.0,1.0,81.81818181818183,2,2,0,above,TABLEAU SOFTWARE INC,2013,2013-05-06,2013-05-17,2013-04-02,2013-05-20,2013-05-17,2013/05/17,31.0,47.0,50.75,52.1500015258789,44.0,8405949.0,51.6129035949707,63.709678649902344,7372,Softw,-0.119999997317791,1,0,New York Stock Exchange,Up,1,9.00100040435791,9.0,9.0,2,18.0,8.5+,7.16396427154541,8200000.0,58744508.0,200900000.0,1439240446.0,0.6699164812558001,-356.6890820322181,35.96482697785997,-0.0686872720084744,40018000.0,0.0,18.367346938775512,12.0,2.3499999046325684,14.833333015441895,48.33333206176758,0.5874275700435034,2.157667026651137,-0.5351387374286085,0.7366519530886773,-0.4171050454639176,1.191356436356228,-0.9598076963247878,-0.06185210181082579,0.4832331865234142,2.6126124884664046,-0.5704728757595547,0.8417909330767546,0.8112641446112642,0.11577437001572015,Data visualization company,1.0,Tableau Software,0.0,26.530612244897966,18.367346938775512,0.0,0,49,2013-11-13,180,7,6,"[23.0, 26.0]",-33.333333333333336,True,3.0,4,2,1,"Goldman, Sachs and Co",Multiple Lead Underwriters,1.193046520467665,1.3432885021468783
1304069,,35.0,35.0,214.0,,-0.5,,-3.7037037037037033,-3.7037037037037033,35.0,,0.0,100.0,1,0,1,within,"BOIS D ARC ENERGY, INC.",2005,2005-04-01,2005-05-06,2004-10-04,2005-05-06,2005-05-06,2005/05/06,13.0,13.25,12.649999618530273,13.399999618530273,12.59000015258789,7320100.0,1.923076868057251,-2.692307710647583,1311,Oil,0.2300000041723252,0,0,New York Stock Exchange,None,0,7.000999927520753,7.0,7.0,1,7.0,0+,4.751481533050537,13500000.0,64145000.0,182250000.0,865957500.0,0.3978604666941836,56.791546432319,11.907942685056586,0.2377114350300101,72721000.0,0.0,0.0,11.333333015441895,3.3633332252502437,9.43333339691162,31.66666603088379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Bois D ARC Energy,3.7037037037037033,0.0,0.0,-3.7037037037037033,0,0,2005-11-02,180,18,6,"[12.0, 15.0]",-100.0,True,3.0,4,2,3,"Raymond James and Associates, Inc","Raymond James and Associates, Inc",0.38068490907836117,0.2063976744055028
1304421,,21.0,21.0,229.0,,-2.0,,-13.333333333333336,-13.333333333333336,21.0,,0.0,100.0,1,0,1,under,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",2005,2005-07-01,2005-07-22,2004-12-08,2005-07-25,2005-07-22,2005/07/22,13.0,13.0,13.789999961853027,13.789999961853027,12.479999542236328,7348199.0,0.0,6.07692289352417,4813,Telcm,-0.059999998658895486,0,0,NASDAQ Global Market,None,0,9.00100040435791,9.0,9.0,1,9.0,8.5+,1.894947528839112,15666666.0,29687510.0,234999990.0,445312650.0,0.8089106134939331,635.2534236804564,5.582317730532017,0.02361262362522152,79772000.0,0.0,0.0,13.666666984558105,1.5333333015441897,9.533333778381348,38.0,-0.10921064689226777,-0.20343469609413256,0.0,-0.1042151143288001,0.15287036618184532,-0.1207189725558762,0.0,0.01071713120865637,2.2558176474244402,0.9343222295699752,0.0,1.0633799589981383,-0.20343469609413256,-0.1207189725558762,Company,0.0,Consolidated Communications Holdings,13.333333333333336,0.0,0.0,-13.333333333333336,0,4,2006-01-18,180,11,9,"[14.0, 16.0]",-100.0,True,2.0,2,7,1,Credit Suisse First Boston LLC,Credit Suisse First Boston LLC,0.3544982369490715,0.48336321746694805
1304623,,11.0,11.0,187.0,,-3.0,,-18.75,-18.75,11.0,,0.0,100.0,1,0,1,under,MANIFOLD CAPITAL CORP.,2006,2006-10-30,2006-11-10,2006-05-10,2006-11-13,2006-11-10,2006/11/10,13.0,13.0,12.850000381469727,13.100000381469727,12.600000381469727,2092900.0,0.0,-1.1538461446762085,6351,Insur,-0.17000000178813934,0,0,New York Stock Exchange,None,0,9.00100040435791,8.699999809265138,8.699999809265138,3,26.0,8.5+,5.328993797302246,6898541.0,36762280.0,110376656.0,588196480.0,0.9225163415276748,22.45967696361068,2.7323789305473616,0.7123878061970041,215269000.0,0.0,0.0,10.0,2.2266666889190674,14.06666660308838,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Manifold Capital,18.75,0.0,0.0,-18.75,0,0,2007-05-09,180,5,7,"[15.0, 17.0]",-100.0,True,2.0,3,4,2,"Bear, Stearns and Co. Inc",Multiple Lead Underwriters,0.1036532681587997,0.09077444574328188
1304901,40.0,70.0,70.0,118.0,0.15000000000000036,0.0,2.5000000000000058,0.0,2.5000000000000058,40.0,0.0,0.0,57.14285714285714,2,1,1,within,TRI-S SECURITY CORP,2005,2004-12-01,2005-02-09,2004-10-14,2005-02-09,2005-02-09,2005/02/09,6.0,6.03000020980835,5.949999809265138,6.0999999046325675,5.539999961853027,601736.0,0.5,-0.8333333134651184,7381,BusSv,-0.059999998658895486,0,0,NASDAQ,Up,0,3.000999927520752,2.5,2.5,2,5.0,0+,1.6861121654510498,1800000.0,3035002.0,10800000.0,18210012.0,1.0155186366449278,-26.583959124087592,1.0271893050541516,-0.22570001601316905,17728000.0,0.0,2.5000000000000058,18.66666603088379,3.256666660308838,16.366666793823242,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Information technology company,1.0,Tri-s Security,0.0,0.0,2.5000000000000058,0.0,0,0,2005-08-08,180,8,5,[],,False,0.0,4,1,1,Bathgate Capital Partners LLC,Multiple Lead Underwriters,0.09069178573608536,0.06782329983125275
1305168,,22.0,22.0,112.0,,-2.0,,-13.333333333333336,-13.333333333333336,22.0,,0.0,100.0,1,0,1,under,"ARC DOCUMENT SOLUTIONS, INC.",2005,2005-01-13,2005-02-04,2004-10-15,2005-02-04,2005-02-04,2005/02/04,13.0,13.050000190734865,13.75,14.600000381469727,13.0,7476300.0,0.3846153914928436,5.769230842590332,7389,BusSv,-0.18000000715255735,0,0,New York Stock Exchange,None,0,9.00100040435791,9.0,9.0,2,18.0,8.5+,3.289037704467773,13350000.0,43908656.0,200250000.0,658629840.0,1.1014228702627265,25.854983120043965,1.9584708799933392,0.5801589554460514,336298000.0,0.0,0.0,14.333333015441895,1.4766666889190674,15.466666221618652,55.66666793823242,0.8016963503445547,0.0,0.0,0.2672321167815182,19.97159048599655,0.0,0.0,6.6571968286655165,47.494810851340475,0.0,0.0,15.831603617113496,0.8016963503445547,19.97159048599655,Company,0.0,ARC Document Solutions,13.333333333333336,0.0,0.0,-13.333333333333336,0,0,2005-08-03,180,5,6,"[14.0, 16.0]",-100.0,True,2.0,4,2,3,"Goldman, Sachs and Co",Multiple Lead Underwriters,0.30382396218863333,0.3778571158520112
1305253,88.0,90.0,90.0,111.0,-7.0,-7.0,-46.66666666666666,-46.66666666666666,-46.66666666666666,88.0,-2.0,2.0,97.77777777777777,1,0,1,under,CELLADON CORP,2014,2013-11-01,2014-01-30,2013-10-11,2014-01-30,2014-01-30,2014/01/30,8.0,9.899999618530273,8.180000305175781,10.149999618530273,8.130000114440918,1759571.0,23.75,2.25,2836,Drugs,-0.09000000357627869,1,0,NASDAQ,Down,1,9.00100040435791,8.5,8.5,2,17.0,7+,3.2136390209198,5500000.0,17675016.0,82500000.0,265125240.0,0.13425248088498454,-19.05730592294422,0.0,-0.7870997118192142,0.0,46.66666666666666,0.0,18.66666603088379,4.133333206176759,25.33333396911621,52.0,0.03783436997798339,-0.0085518929365794,0.0,0.009760825680467995,0.8697800926452863,1.1149181185913322,0.0,0.6615660704122062,0.722745934720666,0.32022069912022005,0.0,0.3476555446136287,-0.0085518929365794,1.1149181185913322,Logistics Business,-1.0,Celladon,46.66666666666666,0.0,0.0,-46.66666666666666,0,0,2014-07-29,180,4,8,"[14.0, 16.0]",-100.0,True,2.0,5,3,2,Barclays Capital Inc,Multiple Lead Underwriters,0.31041907157905113,0.3431617694324356
